"app","from","to","pre","keyword","post","phrase"
"athenaPatient",3305,3306,"messages ; For data analysis , our internal management / operations , audits , and","compliance with","all applicable laws , regulations , and law enforcement requirements ; To enable cross-device /","compliance with"
"athenaPatient",3314,3315,"/ operations , audits , and compliance with all applicable laws , regulations , and","law enforcement","requirements ; To enable cross-device / cross-context tracking for your log in with athena (","law enforcement"
"athenaPatient",3469,3470,"in the context of providing the Services to your healthcare provider as well as to","comply with","the contractual obligations we may have to your healthcare provider ; With our third-party vendors","comply with"
"athenaPatient",3561,3562,"information to / from pursuant to our agreements with your provider ; When we are","complying with","laws or responding to lawful requests and legal processes or responding to an emergency situation","comply with"
"athenaPatient",3570,3571,"your provider ; When we are complying with laws or responding to lawful requests and","legal processes","or responding to an emergency situation ; When we believe it is necessary to protect","legal process"
"athenaPatient",3716,3717,"as long as permitted under our contracts with your healthcare providers or as needed to","comply with","our legal obligations , to resolve disputes , and to enforce our legal rights ,","comply with"
"athenaPatient",3719,3720,"permitted under our contracts with your healthcare providers or as needed to comply with our","legal obligations",", to resolve disputes , and to enforce our legal rights , policies , terms","legal obligation"
"athenaPatient",4928,4929,"as long as permitted under our contracts with your healthcare providers or as needed to","comply with","our legal obligations , to resolve disputes , and to enforce our legal rights ,","comply with"
"athenaPatient",4931,4932,"permitted under our contracts with your healthcare providers or as needed to comply with our","legal obligations",", to resolve disputes , and to enforce our legal rights , policies , terms","legal obligation"
"BetterHelp",681,682,"and Process “ Therapy Data “ , which includes health and treatment information that is","required to","facilitate therapy . You can find information on how long we store the data we","required to"
